"Name";"Age";"Date Of Birth";"Unique ID"
"Dukes, George";"20";"21.11.1993";"29054972"
"Williamson, Andy";"21";"22.01.1993";"29055063"
"Gray, Ashley";"21";"13.09.1992";"29055068"
"Comer, Sam";"21";"01.09.1992";"29055069"
"Boore, Steve";"21";"13.11.1992";"29055518"
"Grimstead, Joe";"21";"18.12.1992";"29055519"
"Clowes, Rob";"21";"24.02.1993";"29055521"
"Carr, Matty";"20";"24.07.1993";"29055563"
"Chinthengah, Leeroy";"21";"11.09.1992";"29055564"
"Tarkowski, James";"21";"19.11.1992";"29055569"
"Eaves, Tom";"22";"14.01.1992";"29055572"
"Rooney, Luke";"23";"28.12.1990";"29056296"
"Banks, Ollie";"21";"21.09.1992";"29056471"
"McMenamin, Ashley";"22";"03.02.1992";"29056473"
"Austin, Mitchell";"23";"03.04.1991";"29056474"
"Hiley, Conor";"21";"29.10.1992";"29056475"
"Winnard, Harry";"22";"08.01.1992";"29056476"
"Owen, Lewis";"21";"22.08.1992";"29056479"
"Ball, Jon";"21";"03.12.1992";"29056638"
"O'Brien, Patrick";"21";"08.12.1992";"29056642"
"Towler, Phil";"21";"02.12.1992";"29056646"
"Bradshaw, Tom";"21";"27.07.1992";"29056844"
"Clucas, Sam";"23";"25.09.1990";"29057738"
"Hobson, Connor";"21";"11.11.1992";"29057929"
"Larner, Jamie";"21";"07.03.1993";"29057930"
"Lawler, Matthew";"20";"10.11.1993";"29057931"
"McVarish, Luke";"22";"07.07.1992";"29057932"
"Murphy, Stuart";"21";"01.12.1992";"29057933"
"Rimmer, Jordan";"21";"24.11.1992";"29057935"
"Strong, Tom";"21";"28.09.1992";"29057974"
"Forsyth, Oliver";"21";"19.10.1992";"29058033"
"Green, Ben";"21";"03.12.1992";"29058034"
"Holmes, Elliott";"21";"15.12.1992";"29058035"
"Turton, Oliver";"21";"06.12.1992";"29058229"
"Gibbins, Paul";"21";"01.04.1993";"29058278"
"Ingham, Roger";"21";"01.12.1992";"29058279"
"Nichols, Tom";"20";"28.08.1993";"29058280"
"Richards, Jordan";"21";"25.04.1993";"29058376"
"Johnson, Danny";"21";"28.02.1993";"29058378"
"Birtles, Shane";"21";"27.10.1992";"29058480"
"Lacey, Alex";"21";"31.05.1993";"29058550"
"Kidd, Lewis";"21";"28.10.1992";"29058551"
"James, Matthew";"21";"03.03.1993";"29058554"
"Drmola, Patrick";"21";"17.03.1993";"29058569"
"Brindley, Richard";"21";"05.05.1993";"29058571"
"Stephens, Alex";"21";"30.09.1992";"29058572"
"Nwaogu, David";"21";"05.02.1993";"29058573"
"Johnson, Sam";"21";"01.12.1992";"29058646"
"Hague, Alec";"21";"20.11.1992";"29058647"
"Raglan, Charlie";"21";"28.04.1993";"29058648"
"Roche, Michael";"21";"25.11.1992";"29058656"
"Bell, Laurie";"21";"01.09.1992";"29058658"
"Dale, Joshua";"21";"06.09.1992";"29058661"
"Stephens, Jamie";"20";"25.08.1993";"29058787"
"Said, Abdul";"21";"22.02.1993";"29058788"
"Record, Jordan";"22";"16.12.1991";"29058790"
"Mellors-Blair, William";"21";"03.11.1992";"29058846"
"Ward, Daniel";"21";"22.06.1993";"29058892"
"Alali, Khalid";"21";"30.12.1992";"29058913"
"Andrew, Jonny";"21";"05.09.1992";"29058916"
"Owers, Dan";"21";"22.09.1992";"29058918"
"Branagan, Ritchie";"22";"20.10.1991";"29059511"
"Moore, Simon";"24";"19.05.1990";"29059657"
"Vassell, Kyle";"22";"05.06.1992";"29059668"
"Whyte, James";"21";"28.10.1992";"29059669"
"Reeves, Jake";"21";"30.05.1993";"29059670"
"Crawshaw, Billy";"21";"17.02.1993";"29059711"
"Beaglehole, Shamus";"21";"01.03.1993";"29059768"
"Handbury, Jake";"21";"04.11.1992";"29059771"
"Needham, Matt";"21";"11.10.1992";"29059772"
"Watkis, Ben";"21";"12.01.1993";"29059774"
"Odubajo, Moses";"20";"28.07.1993";"29059989"
"Stevenson, Jim";"22";"17.05.1992";"29059991"
"Craven, Richard";"22";"13.02.1992";"29060064"
"Marquis, John";"22";"16.05.1992";"29060069"
"Fitzsimons, Danny";"22";"05.05.1992";"29060072"
"Rogers, Jimmy";"21";"23.10.1992";"29060075"
"Stevenson, Phil";"21";"27.11.1992";"29060079"
"Farmer, Jamie";"21";"25.05.1993";"29060080"
"Gregory, Lee";"25";"26.08.1988";"29060120"
"Bryan-Edwards, Rio";"21";"20.12.1992";"29060121"
"Smith, Jack";"21";"11.10.1992";"29060180"
"Bentley, Daniel";"21";"02.06.1993";"29060276"
"Ferdinand, Kane";"21";"07.10.1992";"29060277"
"Smith, George";"21";"24.02.1993";"29060280"
"Henshall, Alex";"20";"15.02.1994";"29060319"
"Stephens, Anthony";"20";"21.01.1994";"29060357"
"Smith, Adam";"20";"27.11.1993";"29061010"
"Burn, Dan";"22";"09.05.1992";"29061164"
"Silver, Nathan";"22";"20.04.1992";"29061867"
"Jennings, Dale";"21";"21.12.1992";"29061980"
"Power, Max";"20";"27.07.1993";"29061983"
"Oliver, Johnny";"22";"29.04.1992";"29061986"
"West, Alex";"22";"16.05.1992";"29061987"
"Elsworth, Charlie";"21";"06.12.1992";"29061988"
"Ford, Sam";"22";"05.10.1991";"29061990"
"Gallagher, Tom";"22";"24.10.1991";"29061991"
"Matthews, Lloyd";"21";"22.02.1993";"29061992"
"Goldson, Connor";"21";"18.12.1992";"29062045"
"Male, Luke";"22";"26.05.1992";"29062050"
"Steward, Charles";"22";"23.06.1992";"29062051"
"Bennett, Shane";"22";"02.06.1992";"29062054"
"Baxendale, James";"21";"16.09.1992";"29062066"
"Ch¨¦rel, Julian";"31";"08.03.1983";"29062081"
"Austin, Charlie";"25";"05.07.1989";"29063111"
"Hogan, Scott";"22";"13.04.1992";"29063289"
"Browne, Jordan";"21";"05.11.1992";"29063516"
"Baldock, George";"21";"09.03.1993";"29063519"
"Powell, Stefan";"21";"09.03.1993";"29063522"
"Stockley, Jayden";"20";"10.10.1993";"29063608"
"Fawke, James";"21";"24.09.1992";"29063833"
"Arnott, Craig";"21";"09.09.1992";"29063896"
"Gayle, Ian";"21";"23.10.1992";"29063963"
"Mathurine, Levi";"21";"02.05.1993";"29063972"
"Fenwick, Bayan";"20";"16.11.1993";"29064029"
"Porter, George";"22";"27.06.1992";"29064383"
"Stewart, Anthony";"21";"18.09.1992";"29064628"
"Styles, David";"20";"09.08.1993";"29064629"
"Campbell, Dwayne";"21";"16.09.1992";"29064630"
"Harris, Kadeem";"21";"08.06.1993";"29064633"
"Lloyd, Archie";"21";"28.01.1993";"29064634"
"Olukanmi, Nathan";"20";"15.08.1993";"29064635"
"Scowen, Josh";"21";"20.03.1993";"29064636"
"Ware, Ryan";"21";"14.11.1992";"29064637"
"Saku, Leika-Manu";"22";"30.06.1992";"29064639"
"Lake-Edwards, Max";"21";"24.11.1992";"29064765"
"Elenge, Mark";"21";"16.06.1993";"29065030"
"Evans, Max";"21";"05.07.1993";"29065037"
"Zola, Andrea";"23";"07.01.1991";"29065214"
"Osborn, Alex";"20";"29.07.1993";"29065263"
"Agombar, Harry";"21";"12.07.1992";"29065264"
"Gardner, Dan";"24";"05.04.1990";"29065375"
"Dickinson, Ryan";"20";"15.09.1993";"29066604"
"Dipper, Toby";"20";"26.09.1993";"29066605"
"Johnson, Will";"20";"22.03.1994";"29066608"
"West, Samuel";"20";"03.01.1994";"29066612"
"Ray, George";"20";"13.10.1993";"29066678"
"Clayton, Max";"19";"09.08.1994";"29066679"
"Garratt, Ben";"20";"25.04.1994";"29066680"
"Powell, Nick";"20";"23.03.1994";"29066682"
"Hollis, Haydn";"21";"14.10.1992";"29067123"
"Langham, Chris";"21";"14.06.1993";"29067125"
"Leyden, Jack";"20";"07.04.1994";"29067255"
"Forster-Caskey, Jake";"20";"25.04.1994";"29067601"
"Ajayi, Semi";"20";"09.11.1993";"29067784"
"Azeez, Adebayo";"20";"08.01.1994";"29067785"
"Fox, Morgan";"20";"21.09.1993";"29067786"
"Goldberg, Bradley";"20";"20.10.1993";"29067787"
"Harriott, Callum";"20";"04.03.1994";"29067788"
"Jordan, Bradley";"20";"21.01.1994";"29067790"
"Osborne, Harry";"20";"03.03.1994";"29067791"
"Pigott, Joe";"20";"24.11.1993";"29067792"
"Willer, Jamal";"20";"06.03.1994";"29067793"
"Sho-Silva, Tobi";"19";"27.03.1995";"29067794"
"Moore-Taylor, Jordan";"20";"24.01.1994";"29068018"
"Reid, Jamie";"19";"15.07.1994";"29068019"
"Roper, Luke";"20";"06.07.1994";"29068025"
"Matthews, Remi";"20";"10.02.1994";"29068437"
"Dobbs, Jason";"20";"05.10.1993";"29068438"
"Jackson, Ryan";"23";"31.07.1990";"29069291"
"Carver, Marcus";"20";"22.10.1993";"29070907"
"Dailey, Karl";"20";"16.10.1993";"29070908"
"Holden, Oliver";"20";"27.02.1994";"29070911"
"Sargent, Jack";"20";"27.01.1994";"29070913"
"Stockdale, Adam";"20";"14.10.1993";"29070914"
"Wilkinson, Joe";"20";"18.09.1993";"29070915"
"Walker, Nicholas";"21";"09.01.1993";"29070916"
"Whitcomb, Ben";"21";"06.04.1993";"29070917"
"Cumming-Bart, Chris";"20";"11.05.1994";"29071099"
"Fenelon, Shamir";"19";"03.08.1994";"29071100"
"Shonk, Jack";"20";"23.12.1993";"29071101"
"Richards, Eliot";"22";"10.09.1991";"29071122"
"Beck, Mark";"20";"02.02.1994";"29071158"
"Gill, Adam";"20";"04.04.1994";"29071160"
"Jones, Dan";"20";"29.10.1993";"29071161"
"Potts, Brad";"20";"03.07.1994";"29071163"
"Symington, David";"20";"28.01.1994";"29071164"
"Phillips, Shaun";"20";"07.03.1994";"29071191"
"Folan, Jack";"20";"10.03.1994";"29071193"
"Gilfedder, Ross";"20";"02.09.1993";"29071194"
"Ladapo, Freddie";"21";"01.02.1993";"29071195"
"Melaugh, Ryan";"19";"28.08.1994";"29071196"
"Olufemi, Tosin";"20";"13.05.1994";"29071197"
"Stewart, Mason";"20";"09.11.1993";"29071200"
"Pearson, James";"21";"19.01.1993";"29071349"
"Gosling, Jake";"20";"11.08.1993";"29071350"
"Allinson, Lloyd";"20";"07.09.1993";"29071645"
"Burke, James";"20";"16.04.1994";"29071647"
"Crooks, Matt";"20";"20.01.1994";"29071649"
"Dickinson, Dominick";"20";"19.10.1993";"29071650"
"Melling, Dave";"20";"23.12.1993";"29071652"
"Sinnott, Jordan";"20";"14.02.1994";"29071653"
"Windass, Josh";"20";"09.01.1994";"29071654"
"Hughes, Andrew";"22";"05.06.1992";"29071720"
"Mellor, David";"20";"10.07.1993";"29071748"
"Parkes, Alex";"20";"04.09.1993";"29071749"
"Morris, George";"20";"05.04.1994";"29071881"
"Ross, Jack";"20";"08.03.1994";"29071883"
"Marsh, Tyrone";"20";"24.12.1993";"29071884"
"Hart, Dan";"20";"03.05.1994";"29071913"
"Stephens, Jack";"20";"27.01.1994";"29071914"
"Sims, Jared";"20";"16.10.1993";"29071919"
"Andrews, Jordan";"20";"23.11.1993";"29071972"
"Jacobs, Jordan";"20";"26.09.1993";"29071974"
"Watson, Luke";"19";"30.07.1994";"29071977"
"Perry, Louis";"18";"02.08.1995";"29072107"
"Yusuff, Adeoye";"20";"20.02.1994";"29072108"
"Kelly, Harley";"21";"23.06.1993";"29072109"
"Chapman, Joe";"20";"04.04.1994";"29072163"
"Oakley, Aaron";"19";"04.10.1994";"29072166"
"Sim, Chris";"20";"17.12.1993";"29072167"
"Dobson, Jack";"20";"23.02.1994";"29072219"
"Morris, Kieron";"20";"03.06.1994";"29072220"
"Cresswell, Daniel";"20";"13.03.1994";"29072221"
"Benning, Malvind";"20";"02.11.1993";"29072223"
"Wellings, Jason";"20";"08.10.1993";"29072225"
"Hudson, Arran";"20";"18.01.1994";"29072355"
"Foster-Vigors, George";"20";"07.10.1993";"29072356"
"Platt, Tom";"20";"01.10.1993";"29072357"
"Newbould, Ben";"20";"24.10.1993";"29072358"
"Coates, Harry";"18";"10.11.1995";"29072359"
"Owen, Tom";"20";"24.11.1993";"29072362"
"Dhesi, Vinnie";"20";"19.12.1993";"29072363"
"Vaulks, Will";"20";"13.09.1993";"29072558"
"Appleton, Ellis";"20";"25.10.1993";"29072562"
"Kirby, Jake";"20";"09.05.1994";"29072564"
"Stockton, Cole";"20";"13.03.1994";"29072565"
"Ferguson, David";"20";"07.06.1994";"29072753"
"Tongue, Callum";"20";"05.02.1994";"29072932"
"McGivern, Declan";"20";"05.04.1994";"29072934"
"Lawless, Nathan";"20";"14.09.1993";"29072936"
"Marshall, Thomas";"20";"27.01.1994";"29072937"
"Trunca, Martin";"20";"24.11.1993";"29073021"
"Hannant, Luke";"20";"04.11.1993";"29073024"
"Cooper, Rowan";"20";"16.10.1993";"29073025"
"Mirzai, Mustapha";"20";"19.10.1993";"29073183"
"Kaddu, Moses";"21";"02.02.1993";"29073184"
"Blake, Mason";"21";"12.02.1993";"29073185"
"Ahmed, Fuad";"20";"02.09.1993";"29073193"
"Davis, Joe";"20";"10.11.1993";"29073236"
"Lloyd, Ryan";"20";"01.02.1994";"29073238"
"Lee, James";"19";"24.08.1994";"29073239"
"Hughes, Jonathan";"20";"20.05.1994";"29073240"
"Ekins, Ben";"19";"14.10.1994";"29073255"
"Storey, Miles";"20";"04.01.1994";"29073347"
"Wright, Lee";"21";"13.03.1993";"29073359"
"Taylor, Olly";"20";"13.12.1993";"29073360"
"Kretzschmar, Max";"20";"12.10.1993";"29073361"
"Ingram, Matt";"20";"18.12.1993";"29073362"
"Cleary, Adam";"20";"18.07.1993";"29073369"
"Kaye, Jonny";"20";"19.08.1993";"29073370"
"Warbey, Alastair";"21";"08.01.1993";"29073371"
"Norris, Luke";"21";"03.06.1993";"29073573"
"Adams, Charlie";"20";"16.05.1994";"29073576"
"Oyeleke, Emmanuel";"21";"24.12.1992";"29073577"
"Mawson, Alfie";"20";"19.01.1994";"29073578"
"Hughes, David";"20";"05.10.1993";"29073661"
"Poole, Bradley";"20";"19.10.1993";"29073662"
"Hewitt, Elliott";"20";"30.05.1994";"29073695"
"Wall, Lee";"20";"08.03.1994";"29073724"
"Holyoak, Jake";"20";"17.09.1993";"29073732"
"Woods, Ryan";"20";"13.12.1993";"29073733"
"Watson, Declan";"18";"06.01.1996";"29073734"
"Price, Jordan";"20";"23.10.1993";"29073735"
"Broadway, Cameron";"19";"31.12.1994";"29073737"
"Cork, Kane";"20";"30.03.1994";"29073740"
"Whittaker, Ben";"21";"02.02.1993";"29073789"
"Knock, Greg";"20";"18.09.1993";"29073803"
"Konway, Sam";"20";"29.11.1993";"29073804"
"Riley, Jak";"20";"22.05.1994";"29073860"
"Eden, Adam";"22";"20.05.1992";"29073900"
"Danvers, Ben";"21";"03.09.1992";"29073901"
"Moffet, Josh";"21";"06.09.1992";"29073902"
"Evans, Greg";"21";"14.10.1992";"29073903"
"McMillan, Brett";"21";"29.10.1992";"29073905"
"Moore, Callum";"21";"07.01.1993";"29073909"
"Belmar, Joel";"21";"22.01.1993";"29073910"
"Stephenson, Craig";"21";"06.02.1993";"29073911"
"Mwasile, Joseph";"21";"06.07.1993";"29073915"
"McGee, Joe";"21";"06.03.1993";"29073916"
"Ntlhe, Kgosi";"20";"21.02.1994";"29074059"
"Stephen, Cameron";"21";"13.06.1993";"29074061"
"Dibble, Christian";"20";"11.05.1994";"29074205"
"Howley, Ryan";"20";"14.02.1994";"29074206"
"Jennings, Dale";"20";"07.11.1993";"29074207"
"Loftus, Connor";"20";"25.01.1994";"29074209"
"Melia, Jordan";"20";"09.03.1994";"29074210"
"Langley, Adam";"21";"04.03.1993";"29074324"
"Mackay, Rhys";"20";"12.10.1993";"29074408"
"Coker, Fope";"20";"28.10.1993";"29074409"
"Furlonge, Anthony";"20";"03.12.1993";"29074412"
"Hyland, Michael";"21";"25.01.1993";"29074414"
"O'Hanlon, Glen";"20";"23.08.1993";"29074430"
"Tillson, Jordan";"21";"05.03.1993";"29074535"
"Mings, Tyrone";"21";"13.03.1993";"29074544"
"Chester, Michael";"22";"03.04.1992";"29074775"
"Dodd, Charlie";"22";"08.11.1991";"29074777"
"Chart, Jake";"23";"08.01.1991";"29074781"
"Harris, Martin";"22";"01.02.1992";"29074784"
"Lazaro, Steven";"22";"10.06.1992";"29074786"
"French, Liam";"21";"18.12.1992";"29074789"
"Suma, Abu";"22";"20.12.1991";"29074793"
"Matembele, Gosling";"22";"13.11.1991";"29074794"
"Janes, Dan";"22";"07.03.1992";"29074797"
"Baker, Charlie";"20";"13.10.1993";"29074798"
"Davies, Callum";"21";"08.02.1993";"29075087"
"Fisher, Sam";"21";"13.06.1993";"29075088"
"Hessenthaler, Jake";"20";"20.04.1994";"29075089"
"Gilkes, Harrison";"18";"22.10.1995";"29075140"
"Wakefield, Josh";"20";"06.11.1993";"29075145"
"Zocchi, Marco";"20";"25.03.1994";"29075147"
"Gordon, Nathan";"22";"22.04.1992";"29075336"
"Appiah, Robert";"19";"28.11.1994";"29075339"
"Kay, Raphael";"20";"28.05.1994";"29075342"
"Richards, Zachary";"20";"13.07.1993";"29075347"
"Fenlon, Jim";"20";"15.03.1994";"29075349"
"Bullock, Nathan";"20";"14.10.1993";"29075475"
"Kabodi, Owen";"20";"19.09.1993";"29075496"
"Gnahore, Yacine";"20";"18.12.1993";"29075497"
"Atumuto, Larry";"21";"30.05.1993";"29075498"
"Naiwo, Samuel";"21";"30.10.1992";"29075499"
"Densham, Billy";"20";"01.02.1994";"29075622"
"Spurge, Ryan";"20";"06.03.1994";"29075623"
"Shelden, Joe";"21";"03.12.1992";"29075627"
"Davie, Tom";"19";"23.07.1994";"29075629"
"Crocombe, Max";"20";"12.08.1993";"29075816"
"Bradley, James";"19";"03.10.1994";"29075863"
"Lecointe, Matt";"19";"28.10.1994";"29075864"
"Jones, Lloyd";"18";"07.10.1995";"29075866"
"Barrow, Danny";"18";"16.11.1995";"29075867"
"Ward-Prowse, James";"19";"01.11.1994";"29076100"
"Turnbull, Jordan";"19";"30.10.1994";"29076101"
"Sinclair, Jake";"19";"29.11.1994";"29076102"
"Chambers, Calum";"19";"20.01.1995";"29076103"
"Reed, Harrison";"19";"27.01.1995";"29076104"
"Shaw, Luke";"18";"12.07.1995";"29076105"
"Diack, Hunter";"21";"07.06.1993";"29076118"
"Thalassitis, Michael";"21";"19.01.1993";"29076119"
"Hewitt, Reece";"20";"14.08.1993";"29076120"
"Golder, Dan";"20";"15.12.1993";"29076121"
"Bricknell, Joe";"21";"06.06.1993";"29076122"
"Matthews, Jamie";"20";"24.10.1993";"29076123"
"Warren, Lewis";"20";"26.12.1993";"29076125"
"Gerard, Harry";"19";"06.09.1994";"29077896"
"Lennon, Harry";"19";"16.12.1994";"29077897"
"Muldoon, Oliver";"19";"03.09.1994";"29077898"
"Phillips, Dillon";"19";"11.06.1995";"29077899"
"Poyet, Diego";"19";"08.04.1995";"29077900"
"Leddy, Jonny";"19";"07.01.1995";"29079001"
"Marriott, Jack";"19";"09.09.1994";"29079002"
"October, David";"19";"29.11.1994";"29079004"
"Simmons, Jack";"19";"25.11.1994";"29079005"
"Panayiotou, Harry";"19";"28.10.1994";"29079168"
"Nardiello, Jack";"18";"24.11.1995";"29079169"
"Greenway-Tambini, Louis";"19";"23.10.1994";"29079170"
"Dodoo, Joseph";"19";"01.06.1995";"29079171"
"Kone, Ousmane";"18";"13.08.1995";"29079174"
"McCourt, Jak";"19";"06.07.1995";"29079175"
"Coddington, Luke";"19";"01.06.1995";"29079563"
"Jones, Jordan";"19";"24.10.1994";"29079564"
"Barker, Harry";"19";"07.04.1995";"29079826"
"Carroll, Rian";"19";"22.06.1995";"29079827"
"Hall-Johnson, Reece";"19";"09.05.1995";"29079828"
"McGeehan, Cameron";"19";"06.04.1995";"29079829"
"Murphy, Jacob";"19";"24.02.1995";"29079830"
"Murphy, Josh";"19";"24.02.1995";"29079831"
"St Louis, Dominic";"19";"17.09.1994";"29079833"
"Toffolo, Harry";"18";"19.08.1995";"29079834"
"Simpson, Luke";"18";"23.09.1995";"29080065"
"Jones, Tom";"19";"30.08.1994";"29080066"
"Edwards, Joe";"19";"22.12.1994";"29080067"
"Cooper, Joe";"19";"25.09.1994";"29080068"
"Sutherland, Chris";"18";"04.08.1995";"29080070"
"Wandless, Luke";"19";"07.12.1994";"29080072"
"McIntosh, Carlton";"19";"06.02.1995";"29080073"
"Elcock, Andrew";"19";"17.10.1994";"29080290"
"Harvey, Tyler";"19";"29.06.1995";"29080291"
"Maloney, Jack";"19";"08.12.1994";"29080388"
"Awford, Nick";"19";"15.05.1995";"29080389"
"Warren, Josh";"19";"08.02.1995";"29080390"
"Cook, Kane";"19";"22.10.1994";"29080392"
"Webster, Adam";"19";"04.01.1995";"29080394"
"Tanner, Craig";"19";"27.10.1994";"29080656"
"Tshibola, Aaron";"19";"02.01.1995";"29080657"
"Hart, Dominic";"19";"16.11.1994";"29080807"
"Walker, Nicky";"19";"08.09.1994";"29080809"
"Woods, Phil";"19";"16.02.1995";"29080810"
"Williams, Giorgio";"19";"28.12.1994";"29080812"
"Rowe, Omar";"19";"30.10.1994";"29081133"
"Johns, Chris";"19";"13.05.1995";"29081135"
"Whitehead, Danny";"20";"23.10.1993";"29081311"
"Dunne, Charles";"21";"13.02.1993";"29081731"
"Clark, Frazer";"20";"09.12.1993";"29081732"
"Horlock, Charlie";"19";"23.03.1995";"29081733"
"Ibe, Jordon";"18";"08.12.1995";"29081734"
"Cham, Hatib";"20";"14.02.1994";"29081779"
"Erangey, Connor";"19";"29.11.1994";"29083434"
"Boote, Andrew";"19";"07.04.1995";"29083435"
"Hiza, Robert";"19";"09.02.1995";"29083439"
"Harrison, Kyle";"19";"29.01.1995";"29083441"
"Bass, Forrayah";"19";"12.03.1995";"29083442"
"Barry, Bradley";"19";"13.02.1995";"29083573"
"Gray, Ben";"19";"01.10.1994";"29083574"
"Cousins, George";"19";"02.11.1994";"29083575"
"Rea, Glen";"19";"03.09.1994";"29083578"
"Hunt, Rob";"19";"07.07.1995";"29083579"
"Cooper, Ryan";"19";"09.05.1995";"29083580"
"Hall, Lewis";"19";"27.06.1995";"29083584"
"Batten, Jack";"18";"22.12.1995";"29083586"
"Gooden, Shelton";"19";"05.10.1994";"29083587"
"Burns, Wes";"19";"23.11.1994";"29083588"
"Gilchrist, Jason";"19";"17.12.1994";"29083600"
"Conlan, Luke";"19";"31.10.1994";"29083601"
"Howieson, Cameron";"19";"22.12.1994";"29083604"
"Bowen, Jaye";"19";"10.04.1995";"29083640"
"Hill, Gethyn";"19";"08.01.1995";"29083641"
"John, Declan";"19";"30.06.1995";"29083643"
"O'Sullivan, Tommy";"19";"18.01.1995";"29083645"
"Owen, Kane";"19";"22.10.1994";"29083646"
"Wharton, Theo";"19";"15.11.1994";"29083647"
"Williams, Bradley";"19";"09.02.1995";"29083648"
"Yorwerth, Josh";"19";"28.02.1995";"29083649"
"Clarey, Jamie";"19";"08.11.1994";"29083666"
"Gwinnutt, Brandon";"19";"16.06.1995";"29083668"
"Morse, Dillon";"19";"12.09.1994";"29083671"
"Parker, Jordan";"19";"04.11.1994";"29083672"
"Pope, Nick";"22";"19.04.1992";"29083750"
"Slack, Jordan";"19";"04.05.1995";"29083908"
"Broadhead, Jack";"19";"02.10.1994";"29083909"
"Clarke, Matthew";"19";"20.01.1995";"29083910"
"Bowland, Bradley";"19";"18.12.1994";"29083913"
"Noel, Cormac";"19";"04.11.1994";"29083914"
"Whittaker, Tim";"19";"19.09.1994";"29083915"
"Barrington, Josh";"19";"20.12.1994";"29083916"
"Gilbey, Alex";"19";"09.12.1994";"29083918"
"Roast, Billy";"19";"06.06.1995";"29083919"
"Wright, Drey";"19";"30.04.1995";"29083920"
"Mafuta, Gus";"19";"11.06.1995";"29083921"
"Nwachuku, Nnamdi";"19";"27.11.1994";"29083922"
"Blanche, Toby";"19";"13.02.1995";"29083923"
"Robins, Richard";"19";"05.11.1994";"29083924"
"Davies, Cain";"19";"22.05.1995";"29083938"
"Kashket, Reiss";"19";"01.09.1994";"29083939"
"Connors, Jack";"19";"24.10.1994";"29083940"
"Efambe, Rouchy";"19";"27.12.1994";"29083942"
"Monsheju, Timothy";"19";"24.09.1994";"29083944"
"Jordan-Daniel, Shaquille";"19";"19.09.1994";"29083945"
"Cox, Ryan";"19";"16.01.1995";"29084029"
"Holmes, Duane";"19";"06.11.1994";"29084030"
"Morton, Danny";"19";"15.10.1994";"29084031"
"Muhammed, Nawfal";"20";"17.02.1994";"29084032"
"Porter, Jordan";"19";"12.12.1994";"29084033"
"Wilczynski, Ed";"19";"13.09.1994";"29084034"
"Wright, Joe";"19";"26.02.1995";"29084035"
"Briggs, Thomas";"19";"16.12.1994";"29084036"
"Topliss, Sam";"19";"23.10.1994";"29084047"
"Dixon, Matty";"19";"19.12.1994";"29084049"
"Ahmed, Awadh";"20";"02.10.1993";"29084121"
"Ahmed, Mohammed";"19";"05.06.1995";"29084122"
"King, Aaron";"21";"25.02.1993";"29084124"
"Powell, Stefan";"20";"14.06.1994";"29084126"
"Thompson, Curtis";"20";"02.09.1993";"29084158"
"Wholey, Jake";"20";"15.12.1993";"29084159"
"Jahidi";"19";"01.01.1995";"29084160"
"Tempest, Greg";"19";"29.12.1994";"29084161"
"Spiess, Fabian";"20";"22.02.1994";"29084162"
"Boyack, Jonathan";"19";"10.09.1994";"29084164"
"Campbell, Kameron";"19";"15.03.1995";"29084165"
"Marshall, Josh";"19";"25.10.1994";"29084166"
"Anderson, Dominic";"19";"13.01.1995";"29084167"
"Clarke, Mitchell";"18";"03.11.1995";"29084168"
"Dixon, Kyle";"19";"20.12.1994";"29084169"
"Ord, Jack";"20";"01.08.1993";"29084202"
"Davies, Ben";"18";"11.08.1995";"29084291"
"Forbes, Daniel";"19";"13.01.1995";"29084293"
"Sowerby, Jack";"19";"23.03.1995";"29084295"
"Robinson, Louis";"19";"13.12.1994";"29084296"
"Croasdale, Ryan";"19";"26.09.1994";"29084298"
"James, Steven";"19";"19.12.1994";"29084299"
"Birchall, Daniel";"19";"11.01.1995";"29084300"
"Allen, Jamie";"19";"29.01.1995";"29084378"
"Hill, Callum";"19";"19.09.1994";"29084379"
"Logan, Joel";"19";"25.01.1995";"29084382"
"Tanser, Scott";"19";"23.10.1994";"29084385"
"Recci, Omar";"20";"31.03.1994";"29084477"
"Mbeleck, Kevin";"19";"18.02.1995";"29084478"
"Holmes, Warren";"19";"04.09.1994";"29084479"
"Green, Josh";"18";"06.10.1995";"29084481"
"Phillips, Lewis";"19";"22.09.1994";"29084482"
"Stephenson, Dillian";"19";"20.02.1995";"29084484"
"Gwilliams, Jack";"19";"28.02.1995";"29084486"
"Burton, Callum";"17";"15.08.1996";"29084488"
"Britt, William";"19";"22.03.1995";"29084502"
"Colmer, Fraser";"19";"11.11.1994";"29084503"
"McQueen, Sam";"19";"06.02.1995";"29084504"
"Gape, Dominic";"19";"09.09.1994";"29084505"
"Mugabi, Bevis";"19";"01.05.1995";"29084506"
"Ariyibi, Gboly";"19";"18.01.1995";"29084507"
"Branker, Jamal";"19";"25.01.1995";"29084508"
"Njie, Seedy";"19";"01.12.1994";"29084513"
"Hassini, Michael";"19";"19.10.1994";"29084514"
"Hyams, Robert";"19";"13.11.1994";"29084516"
"Edwards, Jack";"19";"21.05.1995";"29084517"
"Della Verde, Lyle";"19";"09.01.1995";"29084518"
"Pinnock, Mitchell";"19";"12.12.1994";"29084520"
"Payne, Jack";"19";"25.10.1994";"29084521"
"Thompson, Louis";"19";"19.12.1994";"29084583"
"Mensah, Bernard";"19";"29.12.1994";"29084737"
"O'Nien, Luke";"19";"21.11.1994";"29084738"
"Willmore, Jordan";"19";"19.11.1994";"29084741"
"O'Connor, David";"19";"24.01.1995";"29084743"
